semester,occupancy-student,occupancy-permanent-academic-staff ,temp-acaemic,executive-non-academic,other-non-academic ,no-of-degree-programs ,no-of-departments,total 
1,800,26,57,3,24,3,8,28741.21717
1,800,26,57,4,8,3,8,28119.93597
1,800,26,57,4,24,3,8,28828.85547
1,800,35,16,1,8,3,3,26040.31477
1,800,35,16,1,24,3,3,26749.23427
1,800,35,16,2,8,3,3,26141.67007
1,800,35,16,2,24,3,3,26850.58957
1,800,35,16,3,8,3,3,26237.57727
1,800,35,16,3,24,3,3,26946.49677
1,800,35,16,4,8,3,3,26325.21557
1,800,35,24,1,8,3,4,26581.62217
1,800,35,24,1,24,3,4,27290.54167
1,800,35,24,2,8,3,4,26682.97747
1,800,35,24,2,24,3,4,27391.89697
1,800,35,24,3,8,3,4,26778.88467
1,800,35,24,3,24,3,4,27487.80417
1,800,35,24,4,8,3,4,26866.52297
1,800,35,24,4,24,3,4,27575.44247
1,800,35,32,1,8,3,5,27042.00357
1,800,35,32,1,24,3,5,27750.92307
1,800,35,32,2,8,3,5,27143.35887
1,800,35,32,2,24,3,5,27852.27837
1,800,35,32,3,8,3,5,27239.26607
1,800,35,32,3,24,3,5,27948.18557
1,800,35,32,4,8,3,5,27326.90437
1,800,35,32,4,24,3,5,28035.82387
1,800,35,40,1,8,3,6,27353.83717
1,800,35,40,1,24,3,6,28062.75667
1,800,35,40,2,8,3,6,27455.19247
1,800,35,40,2,24,3,6,28164.11197
1,800,20,40,3,8,3,6,27551.09967
1,800,20,40,3,24,3,6,28260.01917
1,800,20,40,4,8,3,6,27638.73797
1,800,20,40,4,24,3,6,28347.65747
1,800,35,49,1,8,3,7,27761.41457
1,800,35,49,1,24,3,7,28470.33407
1,800,35,49,2,8,3,7,27862.76987
1,800,35,49,2,24,3,7,28571.68937
1,800,20,49,3,8,3,7,27958.67707
1,800,20,49,3,24,3,7,28667.59657
1,800,20,49,4,8,3,7,28046.31537
1,800,35,57,1,8,3,8,28610.99517
1,800,35,57,1,24,3,8,29319.91467
1,800,35,57,2,8,3,8,28712.35047
1,800,35,57,2,24,3,8,29421.26997
1,800,35,57,3,8,3,8,28808.25767
1,800,35,57,3,24,3,8,29517.17717
1,800,35,57,4,8,3,8,28895.89597
1,800,35,57,4,24,3,8,29604.81547
1,800,44,16,1,8,3,3,26957.56007
1,800,44,16,1,24,3,3,27666.47957
1,800,44,16,2,8,3,3,27058.91537
1,800,44,16,2,24,3,3,27767.83487
1,800,44,16,3,8,3,3,27154.82257
1,800,44,16,3,24,3,3,27863.74207
1,800,44,16,4,8,3,3,27242.46087
1,800,44,24,1,8,3,4,27498.86747
1,800,44,24,1,24,3,4,28207.78697
1,800,44,24,2,8,3,4,27600.22277
1,800,44,24,2,24,3,4,28309.14227
1,800,44,24,3,8,3,4,27696.12997
1,800,44,24,3,24,3,4,28405.04947
1,800,44,24,4,8,3,4,27783.76827
1,800,44,24,4,24,3,4,28492.68777
1,800,44,32,1,8,3,5,27959.24887
1,800,44,32,1,24,3,5,28668.16837
1,800,44,32,2,8,3,5,28060.60417
1,800,44,32,2,24,3,5,28769.52367
1,800,44,32,3,8,3,5,28156.51137
1,800,44,32,3,24,3,5,28865.43087
1,800,44,32,4,8,3,5,28244.14967
1,800,44,32,4,24,3,5,28953.06917
1,800,44,40,1,8,3,6,28271.08247
1,800,44,40,1,24,3,6,28980.00197
1,800,44,40,2,8,3,6,28372.43777
1,800,44,40,2,24,3,6,29081.35727
1,800,44,40,3,8,3,6,28468.34497
1,800,44,40,3,24,3,6,29177.26447
1,800,44,40,4,8,3,6,28555.98327
1,800,44,40,4,24,3,6,29264.90277
1,800,44,49,1,8,3,7,28678.65987
1,800,44,49,1,24,3,7,29387.57937
1,800,44,49,2,8,3,7,28780.01517
1,800,44,49,2,24,3,7,29488.93467
1,800,44,49,3,8,3,7,28875.92237
1,800,44,49,3,24,3,7,29584.84187
1,800,44,49,4,8,3,7,28963.56067
1,800,44,49,4,24,3,7,29672.48017
1,800,44,57,1,8,3,8,29528.24047
1,800,44,57,1,24,3,8,30237.15997
1,800,44,57,2,8,3,8,29629.59577
1,800,44,57,2,24,3,8,30338.51527
1,800,44,57,3,8,3,8,29725.50297
1,800,44,57,3,24,3,8,30434.42247
1,800,44,57,4,8,3,8,29813.14127
1,800,44,57,4,24,3,8,30522.06077
1,800,50,16,1,8,3,3,27475.33537
1,800,50,16,1,24,3,3,28184.25487
1,800,50,16,2,8,3,3,27576.69067
1,800,50,16,2,24,3,3,28285.61017
1,800,44,16,3,8,3,3,27672.59787
1,800,44,16,3,24,3,3,28381.51737
1,800,44,16,4,8,3,3,27760.23617
1,800,44,16,4,24,3,3,28469.15567
1,800,50,24,1,8,3,4,28016.64277
1,800,50,24,1,24,3,4,28725.56227
1,800,50,24,2,8,3,4,28117.99807
1,800,50,24,2,24,3,4,28826.91757
1,800,50,24,3,8,3,4,28213.90527
1,800,50,24,3,24,3,4,28922.82477
1,800,50,24,4,8,3,4,28301.54357
1,800,50,24,4,24,3,4,29010.46307
1,800,50,32,1,8,3,5,28477.02417
1,800,50,32,1,24,3,5,29185.94367
1,800,50,32,2,8,3,5,28578.37947
1,800,50,32,2,24,3,5,29287.29897
1,800,50,32,3,8,3,5,28674.28667
1,800,50,32,3,24,3,5,29383.20617
1,800,50,32,4,8,3,5,28761.92497
1,800,50,32,4,24,3,5,29470.84447
1,800,50,40,1,8,3,6,28788.85777
1,800,50,40,1,24,3,6,29497.77727
1,800,50,40,2,8,3,6,28890.21307
1,800,50,40,2,24,3,6,29599.13257
1,800,20,40,3,8,3,6,28986.12027
1,800,20,40,3,24,3,6,29695.03977
1,800,20,40,4,8,3,6,29073.75857
1,800,20,40,4,24,3,6,29782.67807
1,800,50,49,1,8,3,7,29196.43517
1,800,50,49,1,24,3,7,29905.35467
1,800,50,49,2,8,3,7,29297.79047
1,800,50,49,2,24,3,7,30006.70997
1,800,20,49,3,8,3,7,29393.69767
1,800,20,49,3,24,3,7,30102.61717
1,800,20,49,4,8,3,7,29481.33597
1,800,20,49,4,24,3,7,30190.25547
1,800,50,57,1,8,3,8,30046.01577
1,800,50,57,1,24,3,8,30754.93527
1,800,50,57,2,8,3,8,30147.37107
1,800,50,57,2,24,3,8,30856.29057
1,800,50,57,3,8,3,8,30243.27827
1,800,50,57,3,24,3,8,30952.19777
1,800,50,57,4,8,3,8,30330.91657
1,800,50,57,4,24,3,8,31039.83607
1,800,59,16,1,8,3,3,28172.58407
1,800,59,16,1,24,3,3,28881.50357
1,800,59,16,2,8,3,3,28273.93937
1,800,59,16,2,24,3,3,28982.85887
1,800,59,16,3,8,3,3,28369.84657
1,800,59,16,3,24,3,3,29078.76607
1,800,59,16,4,8,3,3,28457.48487
1,800,59,16,4,24,3,3,29166.40437
1,800,59,24,1,8,3,4,28713.89147
1,800,59,24,1,24,3,4,29422.81097
1,800,59,24,2,8,3,4,28815.24677
1,800,59,24,2,24,3,4,29524.16627
1,800,59,24,3,8,3,4,28911.15397
1,800,59,24,3,24,3,4,29620.07347
1,800,59,24,4,8,3,4,28998.79227
1,800,59,24,4,24,3,4,29707.71177
1,800,59,32,1,8,3,5,29174.27287
1,800,59,32,1,24,3,5,29883.19237
1,800,59,32,2,8,3,5,29275.62817
1,800,59,32,2,24,3,5,29984.54767
1,800,59,32,3,8,3,5,29371.53537
1,800,59,32,3,24,3,5,30080.45487
1,800,59,32,4,8,3,5,29459.17367
1,800,59,32,4,24,3,5,30168.09317
1,800,59,40,1,8,3,6,29486.10647
1,800,59,40,1,24,3,6,30195.02597
1,800,59,40,2,8,3,6,29587.46177
1,800,59,40,2,24,3,6,30296.38127
1,800,59,40,3,8,3,6,29683.36897
1,800,59,40,3,24,3,6,30392.28847
1,800,59,40,4,8,3,6,29771.00727
1,800,59,40,4,24,3,6,30479.92677
1,800,59,49,1,8,3,7,29893.68387
1,800,59,49,1,24,3,7,30602.60337
1,800,59,49,2,8,3,7,29995.03917
1,800,59,49,2,24,3,7,30703.95867
1,800,59,49,3,8,3,7,30090.94637
1,800,59,49,3,24,3,7,30799.86587
1,800,59,49,4,8,3,7,30178.58467
1,800,59,49,4,24,3,7,30887.50417
1,800,59,57,1,8,3,8,30743.26447
1,800,59,57,1,24,3,8,31452.18397
1,800,59,57,2,8,3,8,30844.61977
1,800,59,57,2,24,3,8,31553.53927
1,800,59,57,3,8,3,8,30940.52697
1,800,59,57,3,24,3,8,31649.44647
1,800,59,57,4,8,3,8,31028.16527
1,800,59,57,4,24,3,8,31737.08477
1,800,68,16,1,8,3,3,28961.67197
1,800,68,16,1,24,3,3,29670.59147
1,800,68,16,2,8,3,3,29063.02727
1,800,68,16,2,24,3,3,29771.94677
1,800,68,16,3,8,3,3,29158.93447
1,800,68,16,3,24,3,3,29867.85397
1,800,68,16,4,8,3,3,29246.57277
1,800,68,16,4,24,3,3,29955.49227
1,800,68,24,1,8,3,4,29502.97937
1,800,68,24,1,24,3,4,30211.89887
1,800,68,24,2,8,3,4,29604.33467
1,800,68,24,2,24,3,4,30313.25417
1,800,68,24,3,8,3,4,29700.24187
1,800,68,24,3,24,3,4,30409.16137
1,800,68,24,4,8,3,4,29787.88017
1,800,68,24,4,24,3,4,30496.79967
1,800,68,32,1,8,3,5,29963.36077
1,800,68,32,1,24,3,5,30672.28027
1,800,68,32,2,8,3,5,30064.71607
1,800,68,32,2,24,3,5,30773.63557
1,800,68,32,3,8,3,5,30160.62327
1,800,68,32,3,24,3,5,30869.54277
1,800,68,32,4,8,3,5,30248.26157
1,800,68,32,4,24,3,5,30957.18107
1,800,68,40,1,8,3,6,30275.19437
1,800,68,40,1,24,3,6,30984.11387
1,800,68,40,2,8,3,6,30376.54967
1,800,68,40,2,24,3,6,31085.46917
1,800,68,40,3,8,3,6,30472.45687
1,800,68,40,3,24,3,6,31181.37637
1,800,68,40,4,8,3,6,30560.09517
1,800,68,40,4,24,3,6,31269.01467
1,800,68,49,1,8,3,7,30682.77177
1,800,68,49,1,24,3,7,31391.69127
1,800,68,49,2,8,3,7,30784.12707
1,800,68,49,2,24,3,7,31493.04657
1,800,68,49,3,8,3,7,30880.03427
1,800,68,49,3,24,3,7,31588.95377
1,800,68,49,4,8,3,7,30967.67257
1,800,68,49,4,24,3,7,31676.59207
1,800,68,57,1,8,3,8,31532.35237
1,800,68,57,1,24,3,8,32241.27187
1,800,68,57,2,8,3,8,31633.70767
1,800,68,57,2,24,3,8,32342.62717
1,800,68,57,3,8,3,8,31729.61487
1,800,68,57,3,24,3,8,32438.53437
1,800,68,57,4,8,3,8,31817.25317
1,800,68,57,4,24,3,8,32526.17267
1,800,74,16,1,8,3,3,29432.72367
1,800,74,16,1,24,3,3,30141.64317
1,800,74,16,2,8,3,3,29534.07897
1,800,74,16,2,24,3,3,30242.99847
1,800,74,16,3,8,3,3,29629.98617
1,800,74,16,3,24,3,3,30338.90567
1,800,74,16,4,8,3,3,29717.62447
1,800,74,16,4,24,3,3,30426.54397
1,800,74,24,1,8,3,4,29974.03107
1,800,74,24,1,24,3,4,30682.95057
1,800,74,24,2,8,3,4,30075.38637
1,800,74,24,2,24,3,4,30784.30587
1,800,74,24,3,8,3,4,30171.29357
1,800,74,24,3,24,3,4,30880.21307
1,800,74,24,4,8,3,4,30258.93187
1,800,74,24,4,24,3,4,30967.85137
1,800,74,32,1,8,3,5,30434.41247
1,800,74,32,1,24,3,5,31143.33197
1,800,74,32,2,8,3,5,30535.76777
1,800,74,32,2,24,3,5,31244.68727
1,800,74,32,3,8,3,5,30631.67497
1,800,74,32,3,24,3,5,31340.59447
1,800,74,32,4,8,3,5,30719.31327
1,800,74,32,4,24,3,5,31428.23277
1,800,74,40,1,8,3,6,30746.24607
1,800,74,40,1,24,3,6,31455.16557
1,800,74,40,2,8,3,6,30847.60137
1,800,74,40,2,24,3,6,31556.52087
1,800,74,40,3,8,3,6,30943.50857
1,800,74,40,3,24,3,6,31652.42807
1,800,74,40,4,8,3,6,31031.14687
1,800,74,40,4,24,3,6,31740.06637
1,800,74,49,1,8,3,7,31153.82347
1,800,74,49,1,24,3,7,31862.74297
1,800,74,49,2,8,3,7,31255.17877
1,800,74,49,2,24,3,7,31964.09827
1,800,74,49,3,8,3,7,31351.08597
1,800,74,49,3,24,3,7,32060.00547
1,800,74,49,4,8,3,7,31438.72427
1,800,74,49,4,24,3,7,32147.64377
1,800,74,57,1,8,3,8,32003.40407
1,800,74,57,1,24,3,8,32712.32357
1,800,74,57,2,8,3,8,32104.75937
1,800,74,57,2,24,3,8,32813.67887
1,800,74,57,3,8,3,8,32200.66657
1,800,74,57,3,24,3,8,32909.58607
1,800,74,57,4,8,3,8,32288.30487
1,800,74,57,4,24,3,8,32997.22437
1,800,83,16,1,8,3,3,30005.51297
1,800,83,16,1,24,3,3,30714.43247
1,800,83,16,2,8,3,3,30106.86827
1,800,83,16,2,24,3,3,30815.78777
1,800,83,16,3,8,3,3,30202.77547
1,800,83,16,3,24,3,3,30911.69497
1,800,83,16,4,8,3,3,30290.41377
1,800,83,16,4,24,3,3,30999.33327
1,800,83,24,1,8,3,4,30532.82037
1,800,83,24,1,24,3,4,31241.73987
1,800,83,24,2,8,3,4,30634.17567
1,800,83,24,2,24,3,4,31343.09517
1,800,83,24,3,8,3,4,30730.08287
1,800,83,24,3,24,3,4,31439.00237
1,800,83,24,4,8,3,4,30817.72117
1,800,83,24,4,24,3,4,31526.64067
1,800,83,32,1,8,3,5,30993.20177
1,800,83,32,1,24,3,5,31702.12127
1,800,83,32,2,8,3,5,31094.55707
1,800,83,32,2,24,3,5,31803.47657
1,800,83,32,3,8,3,5,31190.46427
1,800,83,32,3,24,3,5,31899.38377
1,800,83,32,4,8,3,5,31278.10257
1,800,83,32,4,24,3,5,31987.02207
1,800,83,40,1,8,3,6,31305.03537
1,800,83,40,1,24,3,6,32013.95487
1,800,83,40,2,8,3,6,31406.39067
1,800,83,40,2,24,3,6,32115.31017
1,800,83,40,3,8,3,6,31502.29787
1,800,83,40,3,24,3,6,32211.21737
1,800,83,40,4,8,3,6,31589.93617
1,800,83,49,1,8,3,7,31712.61277
1,800,83,49,1,24,3,7,32421.53227
1,800,83,49,2,8,3,7,31813.96807
1,800,83,49,2,24,3,7,32522.88757
1,800,83,49,3,8,3,7,31909.87527
1,800,83,49,3,24,3,7,32618.79477
1,800,83,49,4,8,3,7,31997.51357
1,800,83,57,1,8,3,8,32562.19337
1,800,83,57,1,24,3,8,33271.11287
1,800,83,57,2,8,3,8,32663.54867
1,800,83,57,2,24,3,8,33372.46817
1,800,83,57,3,8,3,8,32759.45587
1,800,83,57,3,24,3,8,33468.37537
1,800,83,57,4,8,3,8,32847.09417
1,800,83,57,4,24,3,8,33556.01367
1,800,92,16,1,8,3,3,30673.80977
1,800,92,16,1,24,3,3,31382.72927
1,800,92,16,2,8,3,3,30775.16507
1,800,92,16,2,24,3,3,31484.08457
1,800,92,16,3,8,3,3,30871.07227
1,800,92,16,3,24,3,3,31579.99177
1,800,92,16,4,8,3,3,30958.71057
1,800,92,16,4,24,3,3,31667.63007
1,800,92,24,1,8,3,4,31215.11717
1,800,92,24,1,24,3,4,31924.03667
1,800,92,24,2,8,3,4,31316.47247
1,800,92,24,2,24,3,4,32025.39197
1,800,92,24,3,8,3,4,31412.37967
1,800,92,24,3,24,3,4,32121.29917
1,800,92,24,4,8,3,4,31500.01797
1,800,92,24,4,24,3,4,32208.93747
1,800,92,32,1,8,3,5,31675.49857
1,800,92,32,1,24,3,5,32384.41807
1,800,92,32,2,8,3,5,31776.85387
1,800,92,32,2,24,3,5,32485.77337
1,800,92,32,3,8,3,5,31872.76107
1,800,92,32,3,24,3,5,32581.68057
1,800,92,32,4,8,3,5,31960.39937
1,800,92,32,4,24,3,5,32669.31887
1,800,92,40,1,8,3,6,31987.33217
1,800,92,40,1,24,3,6,32696.25167
1,800,92,40,2,8,3,6,32088.68747
1,800,92,40,2,24,3,6,32797.60697
1,800,92,40,3,8,3,6,32184.59467
1,800,92,40,3,24,3,6,32893.51417
1,800,92,40,4,8,3,6,32272.23297
1,800,92,40,4,24,3,6,32981.15247
1,800,92,49,1,8,3,7,32394.90957
1,800,92,49,1,24,3,7,33103.82907
1,800,92,49,2,8,3,7,32496.26487
1,800,92,49,2,24,3,7,33205.18437
1,800,92,49,3,8,3,7,32592.17207
1,800,92,49,3,24,3,7,33301.09157
1,800,92,49,4,8,3,7,32679.81037
1,800,92,49,4,24,3,7,33388.72987
1,800,92,57,1,8,3,8,33244.49017
1,800,92,57,1,24,3,8,33953.40967
1,800,92,57,2,8,3,8,33345.84547
1,800,92,57,2,24,3,8,34054.76497
1,800,92,57,3,8,3,8,33441.75267
1,800,92,57,3,24,3,8,34150.67217
1,800,92,57,4,8,3,8,33529.39097
1,800,92,57,4,24,3,8,34238.31047
1,800,95,16,1,8,3,3,31696.96857
1,800,95,16,1,24,3,3,32405.88807
1,800,95,16,2,8,3,3,31798.32387
1,800,95,16,2,24,3,3,32507.24337
1,800,95,16,3,8,3,3,31894.23107
1,800,95,16,3,24,3,3,32603.15057
1,800,95,16,4,8,3,3,31981.86937
1,800,95,16,4,24,3,3,32690.78887
1,800,95,24,1,8,3,4,32238.27597
1,800,95,24,1,24,3,4,32947.19547
1,800,95,24,2,8,3,4,32339.63127
1,800,95,24,2,24,3,4,33048.55077
1,800,95,24,3,8,3,4,32435.53847
1,800,95,24,3,24,3,4,33144.45797
1,800,95,24,4,8,3,4,32523.17677
1,800,95,24,4,24,3,4,33232.09627
1,800,95,32,1,8,3,5,32698.65737
1,800,95,32,1,24,3,5,33407.57687
1,800,95,32,2,8,3,5,32800.01267
1,800,95,32,2,24,3,5,33508.93217
1,800,95,32,3,8,3,5,32895.91987
1,800,95,32,3,24,3,5,33604.83937
1,800,95,32,4,8,3,5,32983.55817
1,800,95,32,4,24,3,5,33692.47767
1,800,95,40,1,8,3,6,33010.49097
1,800,95,40,1,24,3,6,33719.41047
1,800,95,40,2,8,3,6,33111.84627
1,800,95,40,2,24,3,6,33820.76577
1,800,95,40,3,8,3,6,33207.75347
1,800,95,40,3,24,3,6,33916.67297
1,800,95,40,4,8,3,6,33295.39177
1,800,95,40,4,24,3,6,34004.31127
1,800,95,49,1,8,3,7,33418.06837
1,800,95,49,1,24,3,7,34126.98787
1,800,95,49,2,8,3,7,33519.42367
1,800,95,49,2,24,3,7,34228.34317
1,800,95,49,3,8,3,7,33615.33087
1,800,95,49,3,24,3,7,34324.25037
1,800,95,49,4,8,3,7,33702.96917
1,800,95,49,4,24,3,7,34411.88867
1,800,95,57,1,8,3,8,34267.64897
1,800,95,57,1,24,3,8,34976.56847
1,800,95,57,2,8,3,8,34369.00427
1,800,95,57,2,24,3,8,35077.92377
1,800,95,57,3,8,3,8,34464.91147
1,800,95,57,3,24,3,8,35173.83097
1,800,95,57,4,8,3,8,34552.54977
1,800,95,57,4,24,3,8,35261.46927
2,1330,20,16,1,8,4,3,31412.59951
2,1330,20,16,1,24,4,3,32121.51901
2,1330,20,16,2,8,4,3,31513.95481
2,1330,20,16,2,24,4,3,32222.87431
2,1330,20,16,3,8,4,3,31609.86201
2,1330,20,16,3,24,4,3,32318.78151
2,1330,20,16,4,8,4,3,31697.50031
2,1330,20,16,4,24,4,3,32406.41981
2,1330,20,24,1,8,4,4,31953.90691
2,1330,20,24,1,24,4,4,32662.82641
2,1330,20,24,2,8,4,4,32055.26221
2,1330,20,24,2,24,4,4,32764.18171
2,1330,20,24,3,8,4,4,32151.16941
2,1330,20,24,3,24,4,4,32860.08891
2,1330,20,24,4,8,4,4,32238.80771
2,1330,20,24,4,24,4,4,32947.72721
2,1330,20,32,1,8,4,5,32414.28831
2,1330,20,32,1,24,4,5,33123.20781
2,1330,20,32,2,8,4,5,32515.64361
2,1330,20,32,2,24,4,5,33224.56311
2,1330,20,32,3,8,4,5,32611.55081
2,1330,20,32,3,24,4,5,33320.47031
2,1330,20,32,4,8,4,5,32699.18911
2,1330,20,32,4,24,4,5,33408.10861
2,1330,20,40,1,8,4,6,32726.12191
2,1330,20,40,1,24,4,6,33435.04141
2,1330,20,40,2,8,4,6,32827.47721
2,1330,20,40,2,24,4,6,33536.39671
2,1330,20,40,3,8,4,6,32923.38441
2,1330,20,40,3,24,4,6,33632.30391
2,1330,20,40,4,8,4,6,33011.02271
2,1330,20,40,4,24,4,6,33719.94221
2,1330,20,49,1,8,4,7,33133.69931
2,1330,20,49,1,24,4,7,33842.61881
2,1330,20,49,2,8,4,7,33235.05461
2,1330,20,49,2,24,4,7,33943.97411
2,1330,20,49,3,8,4,7,33330.96181
2,1330,20,49,3,24,4,7,34039.88131
2,1330,20,49,4,8,4,7,33418.60011
2,1330,20,49,4,24,4,7,34127.51961
2,1330,20,57,1,8,4,8,33983.27991
2,1330,20,57,1,24,4,8,34692.19941
2,1330,20,57,2,8,4,8,34084.63521
2,1330,20,57,2,24,4,8,34793.55471
2,1330,20,57,3,8,4,8,34180.54241
2,1330,20,57,3,24,4,8,34889.46191
2,1330,20,57,4,8,4,8,34268.18071
2,1330,20,57,4,24,4,8,34977.10021
2,1330,26,16,1,8,4,3,32412.22011
2,1330,26,16,1,24,4,3,33121.13961
2,1330,26,16,2,8,4,3,32513.57541
2,1330,26,16,2,24,4,3,33222.49491
2,1330,26,16,3,8,4,3,32609.48261
2,1330,26,16,3,24,4,3,33318.40211
2,1330,26,16,4,8,4,3,32697.12091
2,1330,26,16,4,24,4,3,33406.04041
2,1330,26,24,1,8,4,4,32953.52751
2,1330,26,24,1,24,4,4,33662.44701
2,1330,26,24,2,8,4,4,33054.88281
2,1330,26,24,2,24,4,4,33763.80231
2,1330,26,24,3,8,4,4,33150.79001
2,1330,26,24,3,24,4,4,33859.70951
2,1330,26,24,4,8,4,4,33238.42831
2,1330,26,32,1,8,4,5,33413.90891
2,1330,26,32,1,24,4,5,34122.82841
2,1330,26,32,2,8,4,5,33515.26421
2,1330,26,32,2,24,4,5,34224.18371
2,1330,20,32,3,8,4,5,33611.17141
2,1330,20,32,3,24,4,5,34320.09091
2,1330,20,32,4,8,4,5,33698.80971
2,1330,26,40,1,8,4,6,33725.74251
2,1330,26,40,1,24,4,6,34434.66201
2,1330,26,40,2,8,4,6,33827.09781
2,1330,26,40,2,24,4,6,34536.01731
2,1330,26,40,3,8,4,6,33923.00501
2,1330,26,40,3,24,4,6,34631.92451
2,1330,26,40,4,8,4,6,34010.64331
2,1330,26,49,1,8,4,7,34133.31991
2,1330,26,49,1,24,4,7,34842.23941
2,1330,26,49,2,8,4,7,34234.67521
2,1330,26,49,2,24,4,7,34943.59471
2,1330,26,49,3,8,4,7,34330.58241
2,1330,26,49,3,24,4,7,35039.50191
2,1330,26,49,4,8,4,7,34418.22071
2,1330,26,57,1,8,4,8,34982.90051
2,1330,26,57,1,24,4,8,35691.82001
2,1330,26,57,2,8,4,8,35084.25581
2,1330,26,57,2,24,4,8,35793.17531
2,1330,26,57,3,8,4,8,35180.16301
2,1330,26,57,3,24,4,8,35889.08251
2,1330,26,57,4,8,4,8,35267.80131
2,1330,26,57,4,24,4,8,35976.72081
2,1330,35,16,1,8,4,3,33188.18011
2,1330,35,16,1,24,4,3,33897.09961
2,1330,35,16,2,8,4,3,33289.53541
2,1330,35,16,2,24,4,3,33998.45491
2,1330,35,16,3,8,4,3,33385.44261
2,1330,35,16,3,24,4,3,34094.36211
2,1330,35,16,4,8,4,3,33473.08091
2,1330,35,24,1,8,4,4,33729.48751
2,1330,35,24,1,24,4,4,34438.40701
2,1330,35,24,2,8,4,4,33830.84281
2,1330,35,24,2,24,4,4,34539.76231
2,1330,35,24,3,8,4,4,33926.75001
2,1330,35,24,3,24,4,4,34635.66951
2,1330,35,24,4,8,4,4,34014.38831
2,1330,35,24,4,24,4,4,34723.30781
2,1330,35,32,1,8,4,5,34189.86891
2,1330,35,32,1,24,4,5,34898.78841
2,1330,35,32,2,8,4,5,34291.22421
2,1330,35,32,2,24,4,5,35000.14371
2,1330,35,32,3,8,4,5,34387.13141
2,1330,35,32,3,24,4,5,35096.05091
2,1330,35,32,4,8,4,5,34474.76971
2,1330,35,32,4,24,4,5,35183.68921
2,1330,35,40,1,8,4,6,34501.70251
2,1330,35,40,1,24,4,6,35210.62201
2,1330,35,40,2,8,4,6,34603.05781
2,1330,35,40,2,24,4,6,35311.97731
2,1330,20,40,3,8,4,6,34698.96501
2,1330,20,40,3,24,4,6,35407.88451
2,1330,20,40,4,8,4,6,34786.60331
2,1330,20,40,4,24,4,6,35495.52281
2,1330,35,49,1,8,4,7,34909.27991
2,1330,35,49,1,24,4,7,35618.19941
2,1330,35,49,2,8,4,7,35010.63521
2,1330,35,49,2,24,4,7,35719.55471
2,1330,20,49,3,8,4,7,35106.54241
2,1330,20,49,3,24,4,7,35815.46191
2,1330,20,49,4,8,4,7,35194.18071
2,1330,35,57,1,8,4,8,35758.86051
2,1330,35,57,1,24,4,8,36467.78001
2,1330,35,57,2,8,4,8,35860.21581
2,1330,35,57,2,24,4,8,36569.13531
2,1330,35,57,3,8,4,8,35956.12301
2,1330,35,57,3,24,4,8,36665.04251
2,1330,35,57,4,8,4,8,36043.76131
2,1330,35,57,4,24,4,8,36752.68081
2,1330,44,16,1,8,4,3,34105.42541
2,1330,44,16,1,24,4,3,34814.34491
2,1330,44,16,2,8,4,3,34206.78071
2,1330,44,16,2,24,4,3,34915.70021
2,1330,44,16,3,8,4,3,34302.68791
2,1330,44,16,3,24,4,3,35011.60741
2,1330,44,16,4,8,4,3,34390.32621
2,1330,44,24,1,8,4,4,34646.73281
2,1330,44,24,1,24,4,4,35355.65231
2,1330,44,24,2,8,4,4,34748.08811
2,1330,44,24,2,24,4,4,35457.00761
2,1330,44,24,3,8,4,4,34843.99531
2,1330,44,24,3,24,4,4,35552.91481
2,1330,44,24,4,8,4,4,34931.63361
2,1330,44,24,4,24,4,4,35640.55311
2,1330,44,32,1,8,4,5,35107.11421
2,1330,44,32,1,24,4,5,35816.03371
2,1330,44,32,2,8,4,5,35208.46951
2,1330,44,32,2,24,4,5,35917.38901
2,1330,44,32,3,8,4,5,35304.37671
2,1330,44,32,3,24,4,5,36013.29621
2,1330,44,32,4,8,4,5,35392.01501
2,1330,44,32,4,24,4,5,36100.93451
2,1330,44,40,1,8,4,6,35418.94781
2,1330,44,40,1,24,4,6,36127.86731
2,1330,44,40,2,8,4,6,35520.30311
2,1330,44,40,2,24,4,6,36229.22261
2,1330,44,40,3,8,4,6,35616.21031
2,1330,44,40,3,24,4,6,36325.12981
2,1330,44,40,4,8,4,6,35703.84861
2,1330,44,40,4,24,4,6,36412.76811
2,1330,44,49,1,8,4,7,35826.52521
2,1330,44,49,1,24,4,7,36535.44471
2,1330,44,49,2,8,4,7,35927.88051
2,1330,44,49,2,24,4,7,36636.80001
2,1330,44,49,3,8,4,7,36023.78771
2,1330,44,49,3,24,4,7,36732.70721
2,1330,44,49,4,8,4,7,36111.42601
2,1330,44,49,4,24,4,7,36820.34551
2,1330,44,57,1,8,4,8,36676.10581
2,1330,44,57,1,24,4,8,37385.02531
2,1330,44,57,2,8,4,8,36777.46111
2,1330,44,57,2,24,4,8,37486.38061
2,1330,44,57,3,8,4,8,36873.36831
2,1330,44,57,3,24,4,8,37582.28781
2,1330,44,57,4,8,4,8,36961.00661
2,1330,44,57,4,24,4,8,37669.92611
2,1330,50,16,1,8,4,3,34623.20071
2,1330,50,16,1,24,4,3,35332.12021
2,1330,50,16,2,8,4,3,34724.55601
2,1330,50,16,2,24,4,3,35433.47551
2,1330,44,16,3,8,4,3,34820.46321
2,1330,44,16,3,24,4,3,35529.38271
2,1330,44,16,4,8,4,3,34908.10151
2,1330,44,16,4,24,4,3,35617.02101
2,1330,50,24,1,8,4,4,35164.50811
